user_id,name,surname,email,birth_date,nationality,marital_status,sex,height,weight,phone,country,city,state,zip_code,latitude,longitude,job_title,salary,salary_currency,employment_status,company_name,company_size,years_experience,job_satisfaction,work_from_home_days,commute_time_minutes,vacation_days,start_date,education_level,field_of_study,university,graduation_year,student_debt,gpa,blood_type,has_insurance,is_smoker,last_medical_check,bmi,bmi_category,weekly_exercise_hours,alcohol_consumption,diet_type,sleep_hours,chronic_conditions,allergies,number_of_children,dependents,living_with_parents,household_size,spouse_employed,annual_household_income,credit_score,housing_cost,food_expenses,transportation_cost,debt_amount,savings,investment_portfolio_value,monthly_disposable_income,has_mortgage
1068,Elly,Frazier,elly.frazier94@gmail.com,1987-06-29,New Zealand,Divorced,Female,187,119,+64 21 633 674,New Zealand,Dairy Flat,Auckland,0794,-36.6667,174.65,Chef,4200.0,USD,Full-time,The French Laundry,Medium (51-500),20,Unsatisfied,0,93,35,2006-07-15,High School,Culinary Arts,Private High School,2005.0,0.0,2.7,AB+,Yes,Yes,2025-01-17,34.0,Obese,5,Moderate,Omnivore,5.7,None,None,1,1,No,2,Not Married,49722.57,668,908.76,688.29,316.82,1428.13,19965.77,58317.91,2286.13,No
1069,Mateo,Berríos,mateo.berríos78@yahoo.com,1974-04-16,Costa Rica,Widowed,Female,172,103,+506 7129 2836,Costa Rica,Jesús,Provincia de Alajuela,20502,9.97,-84.4342,Chef,4951.0,USD,Part-time,El Celler de Can Roca,Small (1-50),31,Satisfied,0,40,32,1995-07-18,No degree,,,,0.0,,O+,Yes,Yes,2025-10-03,34.8,Obese,5,Low,Mediterranean,7.6,None,Pollen,3,3,No,4,Not Married,55087.73,635,1319.67,889.22,402.41,4231.46,11271.19,12602.92,2339.7,Yes
1070,Verónica,Concepción,verónica.concepción63@yahoo.com,1978-10-01,Colombia,Single,Female,173,59,+57 365 517 6006,Colombia,Medellin,Antioquia,050044,6.2518,-75.5636,Engineer,7444.0,USD,Full-time,Bechtel,Enterprise (5000+),21,Satisfied,3,62,34,2005-07-15,Master,Engineering,University of Melbourne,2003.0,26062.43,2.92,O-,Yes,No,2026-05-22,19.7,Normal,4,Moderate,Pescatarian,8.0,None,Pollen,1,1,No,2,Not Married,88456.29,703,3177.75,1053.93,819.61,10123.34,14765.41,23933.28,2392.72,Yes
1071,Tammara,Walsh,tammara.walsh51@yahoo.com,1998-05-09,Japan,Separated,Female,159,96,+81 81 3115 3454,Japan,Kuridashi,Aichi Ken,498-0061,35.0487,136.7789,Chef,2563.0,USD,Full-time,Alinea Group,Medium (51-500),9,Satisfied,5,44,26,2017-07-12,High School,Culinary Arts,Private High School,2016.0,0.0,2.89,B+,Yes,No,2025-12-30,38.0,Obese,3,Moderate,Omnivore,5.7,Hypertension,None,1,1,No,3,No,29607.55,636,823.15,353.77,299.68,3585.28,7828.74,20645.62,1086.4,No
1072,Aurelio,Stanton,aurelio.stanton22@outlook.com,1995-01-18,Canada,Separated,Male,169,75,+1 727-459-1147,Canada,Airdrie East,Alberta,J2Z 1A7,51.2799,-113.988,Developer,4704.0,USD,Part-time,Microsoft,Enterprise (5000+),8,Satisfied,0,67,25,2018-07-12,Bachelor,Computer Science,UNAM,2017.0,7642.81,2.71,A+,Yes,No,2024-07-15,26.3,Overweight,1,None,Omnivore,7.0,None,None,0,0,No,2,Yes,121678.17,690,1819.2,585.36,460.45,4653.35,17974.13,28372.78,1838.99,Yes
1073,Frederica,Smith,frederica.smith56@outlook.com,1974-02-08,Poland,Widowed,Female,165,101,+48 619 486 611,Poland,Trzebień,Lower Silesia,59-707,51.3854,15.6008,Engineer,8925.0,USD,Full-time,Fluor Corporation,Large (501-5000),25,Satisfied,0,26,32,2001-07-16,Bachelor,Engineering,UNAM,1996.0,1073.38,3.3,AB-,No,No,2026-05-23,37.1,Obese,3,Low,Omnivore,6.3,"Hypertension, Diabetes",None,4,4,No,5,Not Married,107055.37,627,3494.98,980.8,841.9,13857.99,26731.81,32434.88,3607.33,Yes
1074,Donatien,Amadio,donatien.amadio78@gmail.com,2001-12-18,Italy,Single,Male,169,73,+39 382 293 9946,Italy,Carrufo,Abruzzi,67020,42.3294,13.7719,Doctor,5600.0,USD,Full-time,Hospital Sant Joan de Déu,Small (1-50),0,Satisfied,2,101,20,2026-07-10,PhD,Medicine,Caltech,2030.0,38630.91,3.44,O+,Yes,No,2025-03-29,25.6,Overweight,7,None,Omnivore,7.3,None,None,2,2,No,3,Not Married,71642.19,601,1443.32,993.94,399.84,9379.52,32519.23,80986.36,2762.91,No
1075,Billye,Workman,billye.workman63@gmail.com,1976-12-19,Poland,Separated,Female,164,97,+48 557 183 396,Poland,Zebrzydowa,Lower Silesia,59-730,51.2408,15.3917,Artist,5597.0,USD,Part-time,DreamWorks Animation,Large (501-5000),31,Satisfied,5,115,33,1995-07-18,High School,Arts,Technical High School,1995.0,0.0,2.39,O+,Yes,No,2026-04-15,36.1,Obese,2,Low,Mediterranean,5.8,Hypertension,Pollen,0,0,No,2,Yes,126389.13,663,2161.8,890.05,402.58,5554.02,20982.13,56169.07,2142.57,Yes
1076,Sonia,Orellana,sonia.orellana55@yahoo.com,1994-08-27,Dominican Republic,Widowed,Male,168,101,+1 809 387 2409,Dominican Republic,Bella Vista,Bella Vista,10112,18.45,-69.9333,Engineer,4710.0,USD,Full-time,Hilti,Medium (51-500),4,Satisfied,2,99,15,2022-07-11,Master,Engineering,MIT,2019.0,40566.48,3.87,B-,Yes,No,2025-06-20,35.8,Obese,1,Low,Omnivore,5.6,Diabetes,"Pollen, Medication",0,0,No,1,Not Married,61848.61,597,1224.07,641.09,389.22,4487.71,15593.04,38138.75,2455.62,Yes
1077,Jewel,Snider,jewel.snider28@yahoo.com,1966-10-11,Philippines,Separated,Male,197,88,+63 951 918 8150,Philippines,Vintar,Ilocos,2915,18.2284,120.6475,Chef,4296.0,USD,Full-time,Momofuku Restaurant Group,Large (501-5000),36,Satisfied,0,1,35,1990-07-19,No degree,,,,0.0,,O+,Yes,No,2026-02-11,22.7,Normal,3,High,Mediterranean,7.3,None,Pollen,2,2,No,4,No,56121.63,808,1521.3,764.01,247.52,227.89,11976.03,14619.52,1763.16,Yes
1078,Emmanuel,Munoz,emmanuel.munoz98@outlook.com,1998-09-15,Malta,Married,Male,192,86,+356 7921 5079,Malta,Xlendi,Il-Munxar,XLN,36.0292,14.2256,Developer,3601.0,USD,Full-time,Adobe,Large (501-5000),3,Satisfied,3,63,15,2023-07-11,Bachelor,Computer Science,Stanford,2021.0,19500.89,3.26,B-,Yes,No,2024-08-15,23.3,Normal,7,High,Vegetarian,8.9,None,None,2,2,No,4,No,40038.36,648,1066.94,622.26,197.39,5451.34,8385.59,12877.83,1714.41,Yes
1079,Shirley,Ferguson,shirley.ferguson35@outlook.com,1980-07-05,India,Separated,Male,164,119,+91 91674 23322,India,Trinket,Andaman & Nicobar Islands,744303,9.1833,92.7667,Scientist,9285.0,USD,Part-time,Amgen,Large (501-5000),18,Satisfied,3,89,34,2008-07-14,PhD,Science,Princeton,2008.0,59799.87,3.61,O+,Yes,No,2025-12-23,44.2,Obese,0,Low,Keto,7.0,Hypertension,None,0,0,No,2,Yes,227502.98,685,2765.36,1639.41,999.55,3414.8,34990.34,38295.17,3880.67,Yes
1080,Marjun,Rubio,marjun.rubio33@yahoo.com,1994-08-14,Spain,Married,Male,159,105,+34 614 236 556,Spain,Los Encalmados,Andalucia,04211,37.036,-2.2442,Developer,3573.0,USD,Part-time,Basecamp,Small (1-50),4,Neutral,0,51,21,2022-07-11,Bachelor,Computer Science,UNAM,2017.0,19106.59,2.57,O+,Yes,No,2025-09-24,41.5,Obese,4,Low,Mediterranean,6.8,Hypertension,None,2,2,No,4,Yes,78586.56,693,1211.52,566.55,379.27,3158.93,7725.11,13317.61,1415.66,No
1081,Chanelle,Holman,chanelle.holman98@gmail.com,1979-10-03,Sweden,Married,Female,176,84,+46 71 290 435,Sweden,Alnarp,Skåne,230 53,55.6583,13.0833,Farmer,4455.0,USD,Full-time,Finca Moncloa,Small (1-50),27,Neutral,2,102,35,1999-07-17,High School,,Private High School,1998.0,0.0,3.14,A-,Yes,No,2026-04-12,27.1,Overweight,5,High,Omnivore,7.7,None,None,0,0,No,2,Yes,101215.51,605,1776.04,562.06,344.73,667.03,16644.55,10830.32,1772.16,Yes
1082,Mateo,Martinez,mateo.martinez53@outlook.com,2001-02-09,Malawi,Married,Male,180,80,+265 942 81 15 67,Malawi,Kasungu Central Township,Central Region,201300,-13.0,33.4167,Teacher,2717.0,USD,Part-time,Cengage Learning,Enterprise (5000+),3,Unsatisfied,3,72,15,2023-07-11,Bachelor,Education,Sorbonne,2023.0,7579.51,3.73,O+,Yes,Yes,2024-07-28,24.7,Normal,5,None,Omnivore,8.2,None,None,1,1,No,3,Yes,69528.89,681,893.05,457.13,237.52,547.98,8467.51,16205.58,1129.31,No
1083,Corey,Osborne,corey.osborne34@yahoo.com,1989-10-03,Philippines,Widowed,Male,175,71,+63 929 107 9160,Philippines,Bolinao,Ilocos,2406,16.3883,119.8923,Engineer,5130.0,USD,Full-time,Bechtel,Enterprise (5000+),10,Very Satisfied,4,22,29,2016-07-12,Bachelor,Engineering,Stanford,2012.0,24044.82,3.03,A+,Yes,Yes,2025-04-01,23.2,Normal,12,Moderate,Omnivore,7.2,None,None,3,3,No,4,Not Married,59961.6,679,2084.73,774.45,373.41,4749.97,11470.09,23161.22,1897.41,Yes
1084,Jene,Mann,jene.mann14@outlook.com,1994-10-06,Ukraine,Divorced,Female,165,70,+380 60 397 9046,Ukraine,Черкаси,Cherkaska,18001,49.4285,32.0621,Engineer,4330.0,USD,Full-time,Arup,Large (501-5000),7,Neutral,0,75,22,2019-07-12,Technical,Engineering,Vocational School,2015.0,0.0,,O+,Yes,Yes,2025-03-15,25.7,Overweight,6,Low,Omnivore,6.6,None,Pollen,0,0,No,1,Not Married,55274.58,645,1379.26,578.18,502.47,6274.66,16323.75,27411.49,1870.09,No
1085,Christopher,Soto,christopher.soto14@yahoo.com,1984-03-10,Spain,Divorced,Male,156,59,+34 651 747 836,Spain,Carboneras,Andalucia,04140,36.9994,-1.8941,Developer,5579.0,USD,Full-time,Adobe,Large (501-5000),15,Satisfied,2,113,24,2011-07-14,Bachelor,Computer Science,Sorbonne,2006.0,20132.02,3.61,B+,Yes,No,2026-02-02,24.2,Normal,3,Moderate,Vegan,7.7,None,Food,1,1,No,2,Not Married,70696.47,648,1842.12,702.22,623.55,7244.92,18201.27,15960.4,2411.11,Yes
1086,Cuba,Marcos,cuba.marcos21@outlook.com,1965-08-15,Malawi,Separated,Male,157,71,+265 958 48 61 15,Malawi,Kaomba,Central Region,201110,-13.1,33.5,Artist,5724.0,USD,Full-time,Laika Studios,Small (1-50),40,Satisfied,4,104,31,1986-07-20,High School,Arts,Local High School,1984.0,0.0,3.12,B-,Yes,No,2026-02-17,28.8,Overweight,6,Moderate,Omnivore,7.4,None,None,1,1,No,3,No,75495.08,649,1616.42,904.6,495.67,1063.08,20397.74,17448.37,2707.32,No
1087,Joaquín,Ortiz,joaquín.ortiz82@outlook.com,1965-09-11,Malawi,Widowed,Male,167,76,+265 891 58 34 78,Malawi,Chakhaza,Central Region,204101,-13.65,33.7333,Engineer,9496.0,USD,Contract,Stantec,Large (501-5000),33,Satisfied,3,117,31,1993-07-18,Master,Engineering,Cambridge,1990.0,14997.86,2.86,A-,Yes,No,2025-08-10,27.3,Overweight,7,Low,Keto,6.6,None,Food,2,2,No,3,Not Married,119709.46,751,3586.31,1308.33,1072.71,889.74,17935.71,11114.21,3528.65,Yes
1088,Manolo,Castillo,manolo.castillo82@gmail.com,1984-08-15,Malta,Widowed,Male,181,86,+356 7316 9988,Malta,Swieqi,Is-Swieqi,SWQ,35.9217,14.4694,Farmer,3362.0,USD,Contract,Syngenta Group,Enterprise (5000+),21,Neutral,0,63,32,2005-07-15,No degree,,,,0.0,,AB+,Yes,No,2025-09-11,26.3,Overweight,6,High,Omnivore,8.3,None,Food,4,4,No,5,Not Married,37165.38,771,831.21,394.9,237.8,2448.18,15437.89,33034.33,1898.09,No
1089,Adela,Mora,adela.mora15@yahoo.com,1973-01-28,Spain,Separated,Female,187,115,+34 662 563 281,Spain,Los Olivillos,Andalucia,04211,37.0233,-2.3745,Engineer,7634.0,USD,Full-time,Fluor Corporation,Large (501-5000),27,Satisfied,2,53,33,1999-07-17,Bachelor,Engineering,Stanford,1995.0,5518.12,2.59,B-,Yes,No,2025-09-30,32.9,Obese,2,High,Omnivore,7.7,None,None,1,1,No,3,No,84855.22,750,1829.27,1189.28,761.26,32.79,40196.61,100449.57,3854.2,No
1090,Barrett,Casey,barrett.casey79@gmail.com,2003-07-16,Malaysia,Single,Male,159,109,+60 1740 521 388,Malaysia,Nusajaya,Johor,79681,1.5014,103.6439,Farmer,1594.0,USD,Full-time,Cargill,Enterprise (5000+),3,Very Unsatisfied,4,109,21,2023-07-11,High School,,Technical High School,2022.0,0.0,3.86,A-,Yes,Yes,2024-12-12,43.1,Obese,1,Low,Keto,6.6,Asthma,None,2,2,No,3,Not Married,20019.44,660,543.47,212.42,127.83,1310.32,5202.75,15512.88,710.27,No
1091,Elmo,Cohen,elmo.cohen37@gmail.com,2005-04-30,Malaysia,Divorced,Male,162,120,+60 1432 548 318,Malaysia,Johor Bahru,Johor,80578,1.4634,103.7547,Chef,1725.0,USD,Full-time,Gordon Ramsay Restaurants,Large (501-5000),1,Unsatisfied,2,24,16,2025-07-10,High School,Culinary Arts,Private High School,2023.0,0.0,2.04,AB+,Yes,No,2025-04-02,45.7,Obese,5,Low,Mediterranean,7.5,Hypertension,None,0,0,Yes,3,Not Married,18876.3,609,547.72,305.9,138.53,1772.48,6092.99,8639.61,732.84,No
1092,Juliana,Arias,juliana.arias36@yahoo.com,1968-02-26,South Africa,Widowed,Female,151,86,+27 66 882 6267,South Africa,Pretoria,Pretoria,0053,-25.7069,28.2294,Chef,5456.0,USD,Full-time,The French Laundry,Medium (51-500),38,Very Satisfied,5,65,35,1988-07-19,No degree,,,,0.0,,A-,Yes,No,2026-05-19,37.7,Obese,0,None,Omnivore,7.0,"Hypertension, Diabetes",Pollen,3,3,No,4,Not Married,69719.43,805,1500.49,674.38,616.88,67.13,14188.83,15105.28,2664.25,Yes
1093,Jeffry,Dawson,jeffry.dawson11@gmail.com,1991-10-06,Poland,Separated,Male,154,87,+48 685 434 927,Poland,Suszki,Lower Silesia,59-700,51.1954,15.5729,Doctor,6768.0,USD,Full-time,Cedars-Sinai Medical Center,Large (501-5000),5,Very Satisfied,5,15,18,2021-07-11,PhD,Medicine,Princeton,2020.0,37603.43,3.9,AB+,Yes,No,2024-08-30,36.7,Obese,0,None,Omnivore,7.3,Hypertension,"Dust, Medication",2,2,No,4,Yes,170963.94,605,2480.69,947.2,384.14,11899.81,33388.48,71090.78,2955.97,Yes
1094,Angela,Gil,angela.gil27@yahoo.com,2001-06-27,Spain,Single,Female,193,108,+34 654 966 459,Spain,Oro Verde,Andalucia,04200,37.0475,-2.3608,Designer,2759.0,USD,Part-time,Samsung Design,Enterprise (5000+),1,Neutral,2,24,21,2025-07-10,Bachelor,Design,Harvard,2023.0,10266.52,3.61,A+,Yes,No,2025-03-31,29.0,Overweight,3,Moderate,Omnivore,6.7,None,None,1,1,No,2,Not Married,34287.65,607,654.11,394.76,229.66,432.88,15096.54,40770.3,1480.46,Yes
1095,Maëlle,Nicol,maëlle.nicol87@yahoo.com,1982-03-27,France,Single,Female,188,70,+33 1 57 74 44 52,France,Paris 02,Île-de-France,75086 CEDEX 02,48.8655,2.3426,Designer,4775.0,USD,Full-time,Smart Design,Small (1-50),21,Very Satisfied,4,14,34,2005-07-15,Technical,Design,Community College,2002.0,0.0,,AB-,Yes,Yes,2025-11-30,19.8,Normal,10,Low,Vegetarian,8.3,None,None,2,2,No,3,Not Married,53045.85,743,1571.73,609.46,268.17,2837.37,26452.41,25089.04,2325.65,Yes
1096,Alton,Solomon,alton.solomon99@outlook.com,1979-11-21,Malaysia,Widowed,Male,166,97,+60 1477 758 151,Malaysia,Johor Bahru,Johor,80534,1.4634,103.7547,Scientist,9775.0,USD,Full-time,Biogen,Large (501-5000),18,Neutral,1,120,34,2008-07-14,PhD,Science,University of Chicago,2008.0,52120.11,3.23,B+,Yes,No,2025-10-06,35.2,Obese,5,High,Omnivore,7.1,Hypertension,Food,1,1,No,2,Not Married,108411.18,692,3806.57,1756.37,840.32,4124.66,19263.63,45307.63,3371.73,Yes
1097,Andre,Wyatt,andre.wyatt1@gmail.com,1985-07-03,Russia,Divorced,Female,155,99,+7 976 288-96-56,Russia,Зарево,Адыгея Республика,385445,45.0069,40.075,Developer,5841.0,USD,Part-time,Atlassian,Medium (51-500),17,Satisfied,2,81,34,2009-07-14,Bachelor,Computer Science,Stanford,2007.0,3099.96,2.45,A-,Yes,Yes,2026-01-09,41.2,Obese,2,High,Omnivore,6.0,None,None,2,2,No,3,Not Married,65733.75,618,1690.99,696.23,610.19,6926.31,32541.34,27527.8,2843.59,No
1098,Eloy,Reeves,eloy.reeves39@outlook.com,1970-07-26,Turkey,Married,Male,197,115,+90 547 567 1991,Turkey,Kizilpinar,Adiyaman,02300,37.718,37.7881,Doctor,9578.0,USD,Full-time,Cleveland Clinic Florida,Medium (51-500),22,Satisfied,3,99,33,2004-07-15,PhD,Medicine,Princeton,1999.0,61213.58,3.54,B-,Yes,No,2026-02-27,29.6,Overweight,6,High,Omnivore,6.6,None,Medication,4,4,No,6,Yes,201759.32,648,2742.71,1317.32,480.65,14565.15,38725.74,98255.44,5037.32,No
1099,Paulita,Melendez,paulita.melendez84@gmail.com,1970-05-21,Australia,Separated,Female,165,111,+61 42 801 726,Australia,Uriarra Village,Australian Capital Territory,2611,-35.2947,148.9256,Developer,8800.0,USD,Full-time,Atlassian,Medium (51-500),34,Neutral,1,112,32,1992-07-18,Technical,Computer Science,Vocational School,1990.0,0.0,,B-,Yes,No,2026-04-11,40.8,Obese,0,None,Omnivore,6.6,Arthritis,Medication,2,2,No,4,Yes,199939.61,723,2485.78,941.21,736.23,9336.72,33369.84,92374.5,4636.77,Yes
1100,Gracia,Hewitt,gracia.hewitt9@gmail.com,1986-08-27,Poland,Single,Female,171,66,+48 616 656 744,Poland,Jurków,Lower Silesia,59-720,51.1931,15.748,Chef,4014.0,USD,Full-time,The French Laundry,Medium (51-500),21,Satisfied,2,72,34,2005-07-15,No degree,,,,0.0,,O+,Yes,No,2025-02-14,22.6,Normal,12,None,Pescatarian,7.9,None,Pollen,2,2,No,3,Not Married,49137.88,717,921.73,584.5,401.1,1386.48,24605.88,50436.74,2106.66,No
1101,Isabela,Villarreal,isabela.villarreal88@yahoo.com,1978-09-17,Mexico,Divorced,Male,173,94,+52 728 1378 4359,Mexico,Trojes de Oriente,Aguascalientes,20115,21.8542,-102.2175,Scientist,7949.0,USD,Full-time,Pfizer,Enterprise (5000+),14,Very Satisfied,3,39,27,2012-07-13,PhD,Science,University of Chicago,2007.0,25676.64,3.89,B+,Yes,No,2025-08-26,31.4,Obese,0,Moderate,Mediterranean,7.4,"Hypertension, Diabetes",None,1,1,No,2,Not Married,100589.72,621,2579.99,937.65,497.17,8383.96,21685.93,42475.98,3934.2,Yes
1102,María Cristina,Díaz,maría cristina.díaz83@yahoo.com,1998-03-04,United States,Divorced,Male,182,74,+1 936-923-3922,United States,Anchorage,Alaska,99508,61.206,-149.8101,Scientist,4760.0,USD,Freelance,Illumina Spain,Medium (51-500),0,Very Satisfied,4,36,20,2026-07-10,Master,Science,MIT,2022.0,43573.08,3.24,B-,Yes,Yes,2025-03-17,22.3,Normal,12,Moderate,Mediterranean,8.8,None,None,1,1,No,2,Not Married,61099.67,567,1352.52,536.77,351.77,7203.08,20574.45,42173.74,2518.94,No
1103,Hedy,Lynn,hedy.lynn11@yahoo.com,1966-03-01,Malaysia,Single,Female,156,77,+60 1458 736 331,Malaysia,Johor Bahru,Johor,80560,1.4634,103.7547,Artist,4504.0,USD,Part-time,Warner Bros. Discovery,Enterprise (5000+),37,Very Satisfied,2,42,33,1989-07-19,High School,Arts,Technical High School,1984.0,0.0,3.53,A-,Yes,No,2026-02-26,31.6,Obese,4,High,Omnivore,6.5,Hypertension,Dust,0,0,No,1,Not Married,50488.07,793,1259.12,773.97,298.26,1237.18,23572.06,32855.39,2172.66,Yes
1104,Latia,Bass,latia.bass42@yahoo.com,1966-12-28,Singapore,Divorced,Female,189,56,+65 94232 2793,Singapore,Temasek Avenue,Temasek Avenue,039194,1.2929,103.8609,Designer,8558.0,USD,Full-time,Smart Design,Small (1-50),36,Satisfied,1,20,35,1990-07-19,Bachelor,Design,UNAM,1989.0,12270.5,2.96,B+,Yes,No,2025-11-29,15.7,Underweight,4,None,Mediterranean,8.3,None,None,0,0,No,1,Not Married,107021.41,850,3633.79,1052.99,554.78,0.0,15004.12,7979.39,3316.43,Yes
1105,Anneliese,Glass,anneliese.glass67@outlook.com,1971-12-10,Singapore,Separated,Female,199,88,+65 97546 3216,Singapore,Marina Way,Marina Way,018979,1.2772,103.8537,Farmer,4612.0,USD,Full-time,Rijk Zwaan,Medium (51-500),35,Satisfied,0,36,34,1991-07-19,High School,,Technical High School,1990.0,0.0,2.73,A+,Yes,No,2026-02-20,22.2,Normal,6,Low,Omnivore,8.3,None,None,0,0,No,2,Yes,109567.7,658,1702.82,627.84,518.98,5298.33,15957.12,30192.25,1762.36,Yes
1106,Garret,Haley,garret.haley19@gmail.com,1999-05-17,Netherlands,Married,Male,164,79,+31 6 112 5150,Netherlands,Assen,Drenthe,5305 SK,53.004,6.559,Teacher,2694.0,USD,Full-time,EF Education First,Large (501-5000),3,Neutral,4,54,20,2023-07-11,Bachelor,Education,Harvard,2021.0,9150.86,3.91,O-,Yes,No,2025-11-09,29.4,Overweight,5,None,Mediterranean,8.2,None,None,2,2,No,4,Yes,60365.94,627,575.22,399.05,173.07,3372.56,11996.08,12333.61,1546.66,No
1107,Vernon,Morrison,vernon.morrison59@outlook.com,1968-12-03,Singapore,Separated,Female,172,60,+65 99554 4640,Singapore,Straits View,Straits View,018936,1.2779,103.8529,Scientist,12410.0,USD,Full-time,Pfizer,Enterprise (5000+),30,Satisfied,2,84,32,1996-07-17,Master,Science,University of Melbourne,1993.0,16568.49,3.81,O+,Yes,No,2025-10-26,20.3,Normal,10,None,Mediterranean,8.9,None,None,2,2,No,4,Yes,254870.32,727,3943.78,2023.52,743.29,10166.71,51558.21,146345.67,5699.41,Yes
1108,Ginette,Cox,ginette.cox66@gmail.com,1984-11-11,Sri Lanka,Widowed,Female,175,109,+94 75 491 523,Sri Lanka,Udahingulwala,Central Province,20094,7.4012,80.5289,Chef,3510.0,USD,Part-time,Compass Group,Enterprise (5000+),22,Very Satisfied,5,1,35,2004-07-15,No degree,,,,0.0,,B+,Yes,No,2025-09-25,35.6,Obese,5,Moderate,Mediterranean,6.8,None,Food,3,3,No,4,Not Married,39988.53,653,1111.81,500.95,207.4,1018.83,14156.59,17110.75,1689.85,No
1109,Desiderio,Reyes,desiderio.reyes47@yahoo.com,1967-03-20,Algeria,Married,Male,171,64,+213 726 84 67 59,Algeria,Aoulef,Adrar,01003,26.95,1.0833,Artist,6385.0,USD,Part-time,Cartoon Saloon,Small (1-50),41,Satisfied,1,63,34,1985-07-20,High School,Arts,Private High School,1985.0,0.0,3.16,O+,Yes,Yes,2026-02-12,21.9,Normal,4,Moderate,Vegan,8.2,Asthma,Pollen,4,4,No,6,No,79125.87,850,1673.68,1028.25,392.85,0.0,13500.94,21316.33,3290.22,Yes
1110,Serafina,Gil,serafina.gil1@outlook.com,1990-03-30,Algeria,Single,Female,161,51,+213 629 25 24 68,Algeria,Gasbet Maikhaf,Adrar,01003,27.2049,0.4054,Chef,3216.0,USD,Full-time,McDonald's,Enterprise (5000+),16,Satisfied,3,65,33,2010-07-14,No degree,,,,0.0,,B+,Yes,No,2026-01-07,19.7,Normal,9,High,Mediterranean,8.3,None,Food,2,2,No,3,Not Married,35358.33,663,1229.6,358.26,332.77,2938.87,13612.44,21332.36,1295.37,Yes
1111,Eduardo,Aguilar,eduardo.aguilar29@outlook.com,1987-07-13,South Africa,Separated,Male,185,108,+27 61 382 3706,South Africa,Pretoria,Pretoria,0082,-25.7069,28.2294,Developer,4613.0,USD,Full-time,Basecamp,Small (1-50),15,Satisfied,3,104,28,2011-07-14,Technical,Computer Science,Community College,2008.0,0.0,,B-,Yes,Yes,2024-08-06,31.6,Obese,0,High,Omnivore,6.5,Diabetes,Medication,1,1,No,3,Yes,119436.42,636,1535.39,514.22,334.99,7560.34,18325.65,46521.21,2228.4,Yes
1112,María del Carmen,Solorzano,maría del carmen.solorzano69@gmail.com,1969-06-30,Dominican Republic,Separated,Male,152,51,+1 809 708 6127,Dominican Republic,Manganagua,Manganagua,10138,18.5,-69.8833,Teacher,5562.0,USD,Full-time,Berlitz,Large (501-5000),34,Neutral,0,99,35,1992-07-18,Bachelor,Education,Stanford,1991.0,13862.03,2.85,A-,Yes,Yes,2026-05-13,22.1,Normal,11,None,Mediterranean,8.2,Asthma,None,2,2,No,4,Yes,113864.41,752,1706.06,736.21,398.21,3884.7,31400.45,90775.97,2721.52,Yes
1113,Amelia,Cabrera,amelia.cabrera85@gmail.com,1977-02-24,Argentina,Divorced,Female,172,101,+54 9 11 6677-5910,Argentina,SURI MICUNA,Salta,A4193UCK,-25.9121,-64.7939,Teacher,4840.0,USD,Full-time,Superprof,Small (1-50),22,Neutral,1,108,34,2004-07-15,Bachelor,Education,Stanford,1999.0,11849.19,3.38,A+,No,No,2026-04-21,34.1,Obese,0,None,Omnivore,5.8,None,Pollen,0,0,No,1,Not Married,54749.27,616,1221.99,731.43,405.76,680.29,22759.56,11925.25,2480.83,Yes
1114,Ulysses,Sexton,ulysses.sexton78@gmail.com,2002-09-07,Singapore,Single,Male,192,54,+65 91931 6612,Singapore,Cross Street,Cross Street,048417,1.2827,103.8482,Designer,2600.0,USD,Full-time,Philips Design,Large (501-5000),3,Satisfied,5,17,15,2023-07-11,Technical,Design,Technical Institute,2023.0,0.0,,A-,Yes,No,2025-12-31,14.6,Underweight,4,Moderate,Omnivore,8.0,None,Food,0,0,No,1,Not Married,31814.69,594,679.7,347.05,268.0,4244.97,7417.43,18807.59,1305.25,No
1115,Gaspard,Laprise,gaspard.laprise69@yahoo.com,1971-08-24,France,Widowed,Male,158,55,+33 5 77 20 94 35,France,Paris 01,Île-de-France,75021 CEDEX 01,48.8592,2.3417,Developer,8344.0,USD,Full-time,Basecamp,Small (1-50),29,Very Satisfied,2,42,32,1997-07-17,Technical,Computer Science,Technical Institute,1992.0,0.0,,AB+,Yes,Yes,2026-01-30,22.0,Normal,7,Low,Mediterranean,8.8,None,"Pollen, Dust",0,0,No,1,Not Married,104501.05,715,1908.16,1096.14,950.26,2895.26,38078.29,109667.39,4389.44,No
1116,Kati,Stein,kati.stein31@yahoo.com,1999-05-30,Turkey,Divorced,Female,170,67,+90 530 781 7642,Turkey,Çilboğaz,Adiyaman,02300,37.7177,37.8705,Developer,3702.0,USD,Full-time,Adobe,Large (501-5000),6,Satisfied,4,74,22,2020-07-11,Technical,Computer Science,Vocational School,2019.0,0.0,,A+,Yes,Yes,2025-10-09,23.2,Normal,12,Moderate,Mediterranean,8.6,None,None,2,2,No,3,Not Married,45021.36,661,1080.55,603.28,311.31,1182.04,18927.09,37862.21,1706.86,No
